sku,angle,cleaned_path,sha256
00164408,A,media/batch2-cleaned/cleaned/00164408/00164408-A-step1.webp,8cb546bb1d55e8d332bf32ef4b289bda52ff1d8a7bb52c4e31988b5edbb08030
00164426,A,media/batch2-cleaned/cleaned/00164426/00164426-A-step1.webp,d3668f8043f8adf02d04ba9dc198e88456430fa992f8d80cef6d0faf53b5cc3a
00164827,A,media/batch2-cleaned/cleaned/00164827/00164827-A-step1.webp,690aa532c305f714b5ca0e3a6b92ea8e19e023380fe863df4fb422fa30b3908c
05144751,A,media/batch2-cleaned/cleaned/05144751/05144751-A-step1.webp,08e85631000de2ed191a5a090c504f91924f5de975108389b3ba3d0816acef47
05144751,B,media/batch2-cleaned/cleaned/05144751/05144751-B-step1.webp,940495b195185621e0762e555ff7e2056fa145ca1014b49665e2e2d9f6920745
06164666,A,media/batch2-cleaned/cleaned/06164666/06164666-A-step1.webp,72f4391e87c7c85d9eaea01aa7f95a2fac2df8b192a482afaabaf90e94dd8027
